DATE TIME, WINDSPEED, DIR, GUSTS, AT, BARO, RELHUM, VIS
08/03/2019 02:00,4.08,332,5.25,68.7,1012.0,,
08/03/2019 03:00,3.89,310,5.05,68.4,1012.2,,
08/03/2019 04:00,3.11,296,3.89,68.2,1012.8,,
08/03/2019 05:00,2.53,304,3.69,67.8,1013.2,,
08/03/2019 06:00,1.56,278,2.53,67.8,1013.2,,
08/03/2019 07:00,0.19,340,1.56,67.8,1013.2,,
08/03/2019 08:00,0.39,184,1.56,67.8,1013.0,,
08/03/2019 09:00,4.47,250,5.83,67.3,1012.7,,
08/03/2019 10:00,0.78,5,2.14,67.1,1012.6,,
08/03/2019 11:00,2.33,159,3.50,66.9,1012.4,,
08/03/2019 12:00,1.17,233,2.33,66.6,1012.5,,
08/03/2019 13:00,3.30,33,4.08,66.4,1012.7,,
08/03/2019 14:00,3.11,321,4.86,66.4,1012.9,,
08/03/2019 15:00,2.72,317,3.89,66.6,1013.1,,
08/03/2019 16:00,3.30,15,5.05,66.9,1013.0,,
08/03/2019 17:00,3.30,283,4.67,68.7,1013.1,,
08/03/2019 18:00,3.30,292,4.67,70.2,1013.0,,
08/03/2019 19:00,4.28,286,5.64,69.3,1013.1,,
08/03/2019 20:00,4.67,280,6.80,68.5,1013.0,,
08/03/2019 21:00,3.50,287,6.41,67.8,1012.6,,
08/03/2019 22:00,1.75,283,6.03,68.7,1012.5,,
08/03/2019 23:00,3.89,286,5.64,68.4,1012.0,,
08/04/2019 00:00,2.72,278,4.47,68.5,1011.7,,
08/04/2019 01:00,2.33,286,3.30,68.2,1011.3,,
08/04/2019 02:00,1.56,280,3.30,67.6,1011.8,,
08/04/2019 03:00,2.14,221,2.92,67.6,1012.1,,
08/04/2019 04:00,4.47,242,5.05,67.5,1012.7,,
08/04/2019 05:00,2.92,243,3.50,66.7,1012.9,,
08/04/2019 06:00,4.08,221,5.05,66.6,1013.0,,
08/04/2019 07:00,1.36,144,1.94,66.2,1013.0,,
08/04/2019 08:00,2.33,193,3.11,66.0,1012.8,,
08/04/2019 09:00,1.94,55,2.53,66.4,1012.5,,
08/04/2019 10:00,3.50,30,4.86,66.2,1012.3,,
08/04/2019 11:00,1.94,352,3.69,66.2,1012.4,,
08/04/2019 12:00,0.97,0,2.53,65.8,1012.5,,
08/04/2019 13:00,2.14,13,3.11,65.8,1012.6,,
08/04/2019 14:00,0.19,84,2.14,65.5,1013.0,,
08/04/2019 15:00,3.30,263,4.47,65.7,1013.5,,
08/04/2019 16:00,1.75,352,2.33,66.2,1013.5,,
08/04/2019 17:00,1.75,13,3.11,66.7,1014.0,,
08/04/2019 18:00,3.69,271,5.25,66.9,1014.2,,
08/04/2019 19:00,2.53,327,4.28,68.4,1014.0,,
08/04/2019 20:00,3.69,327,4.47,69.6,1013.7,,
08/04/2019 21:00,5.05,311,5.83,70.3,1013.3,,
08/04/2019 22:00,5.64,292,7.19,70.9,1012.9,,
08/04/2019 23:00,5.25,293,6.80,70.5,1012.5,,
08/05/2019 00:00,2.92,286,4.08,71.2,1012.3,,
08/05/2019 01:00,5.44,264,6.41,68.5,1012.3,,
08/05/2019 02:00,1.75,249,2.72,68.4,1012.5,,
08/05/2019 03:00,0.19,302,0.97,67.8,1012.7,,
08/05/2019 04:00,1.36,338,1.94,67.6,1013.2,,
08/05/2019 05:00,1.17,300,2.53,67.6,1013.7,,
08/05/2019 06:00,1.75,186,2.53,67.3,1013.7,,
08/05/2019 07:00,1.17,308,2.53,67.5,1013.6,,
08/05/2019 08:00,1.56,289,2.14,67.5,1013.6,,
08/05/2019 09:00,1.17,327,2.14,67.3,1013.2,,
08/05/2019 10:00,5.05,5,6.03,66.9,1012.8,,
08/05/2019 11:00,1.17,35,7.39,66.4,1012.5,,
08/05/2019 12:00,5.25,5,6.41,66.4,1012.5,,
08/05/2019 13:00,4.08,301,5.25,66.0,1012.8,,
08/05/2019 14:00,3.11,23,5.64,66.2,1013.0,,
08/05/2019 15:00,3.69,9,4.67,66.0,1013.4,,
08/05/2019 16:00,4.67,346,5.83,66.2,1013.6,,
08/05/2019 17:00,4.28,334,7.39,67.5,1013.8,,
08/05/2019 18:00,8.36,333,9.33,67.3,1013.6,,
08/05/2019 19:00,4.67,324,6.03,68.5,1013.4,,
08/05/2019 20:00,6.03,314,8.36,68.9,1013.3,,
08/05/2019 21:00,5.64,317,7.58,68.9,1013.2,,
08/05/2019 22:00,3.69,306,5.64,70.0,1012.6,,
08/05/2019 23:00,3.89,299,6.61,70.7,1012.3,,
08/06/2019 00:00,5.05,338,8.55,68.7,1011.8,,
08/06/2019 01:00,4.47,324,9.14,68.5,1011.6,,
08/06/2019 02:00,4.67,305,6.22,68.2,1011.7,,
08/06/2019 03:00,2.53,309,4.47,67.8,1012.0,,
08/06/2019 04:00,4.28,227,5.44,67.6,1012.7,,
08/06/2019 05:00,4.86,211,5.64,67.5,1013.2,,
08/06/2019 06:00,4.28,201,5.64,67.8,1013.4,,
08/06/2019 07:00,1.94,248,2.53,67.5,1013.3,,
08/06/2019 08:00,3.30,9,4.47,67.6,1012.7,,
08/06/2019 09:00,5.25,31,7.39,67.3,1012.0,,
08/06/2019 10:00,1.94,64,2.33,67.1,1011.9,,
08/06/2019 11:00,2.92,28,3.11,66.9,1011.8,,
08/06/2019 12:00,2.14,53,3.30,66.4,1011.8,,
08/06/2019 13:00,3.89,39,4.47,66.6,1012.1,,
08/06/2019 14:00,5.44,344,6.22,66.9,1012.6,,
08/06/2019 15:00,3.69,37,4.67,67.6,1012.6,,
08/06/2019 16:00,6.22,315,8.16,67.8,1012.8,,
08/06/2019 17:00,3.50,276,5.83,67.6,1013.2,,
08/06/2019 18:00,6.61,310,7.78,68.2,1012.9,,
08/06/2019 19:00,6.22,311,7.78,68.4,1012.7,,
08/06/2019 20:00,6.41,306,8.16,69.6,1012.2,,
08/06/2019 21:00,2.72,289,5.44,70.3,1012.2,,
08/06/2019 22:00,6.22,268,7.19,69.3,1011.9,,
08/06/2019 23:00,6.41,248,8.16,68.5,1011.7,,
08/07/2019 00:00,5.05,258,7.58,67.8,1011.8,,
08/07/2019 01:00,4.28,243,5.83,67.8,1011.6,,
08/07/2019 02:00,3.69,252,6.03,67.6,1012.1,,
08/07/2019 03:00,6.41,190,8.36,67.5,1012.8,,
08/07/2019 04:00,5.25,202,6.80,66.9,1013.2,,
08/07/2019 05:00,3.69,224,4.86,66.0,1013.7,,
08/07/2019 06:00,6.41,209,7.00,65.8,1013.8,,
08/07/2019 07:00,0.00,219,1.17,65.5,1013.7,,
08/07/2019 08:00,0.19,137,0.78,65.5,1013.2,,
08/07/2019 09:00,0.00,152,1.17,65.3,1012.8,,
08/07/2019 10:00,2.92,162,3.11,65.3,1012.9,,
08/07/2019 11:00,1.17,151,1.75,65.8,1013.0,,
08/07/2019 12:00,2.72,311,3.69,66.4,1012.9,,
08/07/2019 13:00,2.14,322,2.53,66.6,1013.3,,
08/07/2019 14:00,2.92,359,4.08,66.6,1013.3,,
08/07/2019 15:00,2.53,25,3.11,66.9,1014.0,,
08/07/2019 16:00,4.86,351,5.64,66.4,1014.0,,
08/07/2019 17:00,2.72,337,3.69,67.1,1014.4,,
08/07/2019 18:00,4.47,311,6.03,67.3,1014.6,,
08/07/2019 19:00,6.80,304,8.16,68.2,1014.1,,
08/07/2019 20:00,5.64,292,7.58,68.5,1013.8,,
08/07/2019 21:00,6.22,284,7.00,68.5,1013.7,,
08/07/2019 22:00,5.64,280,7.19,67.6,1013.1,,
08/07/2019 23:00,2.92,291,6.03,68.0,1012.9,,
08/08/2019 00:00,4.47,258,6.61,66.9,1012.5,,
08/08/2019 01:00,3.50,275,4.47,67.3,1012.3,,
08/08/2019 02:00,3.50,259,4.47,66.7,1012.3,,
08/08/2019 03:00,3.69,247,4.47,66.2,1012.9,,
08/08/2019 04:00,1.36,278,2.92,66.2,1013.3,,
08/08/2019 05:00,1.75,0,3.69,66.2,1013.7,,
08/08/2019 06:00,1.75,306,2.72,66.0,1013.7,,
08/08/2019 07:00,0.78,33,1.56,65.8,1013.8,,
08/08/2019 08:00,0.39,167,1.17,65.5,1013.3,,
08/08/2019 09:00,2.53,163,2.72,65.1,1012.9,,
08/08/2019 10:00,2.53,68,3.11,65.7,1012.8,,
08/08/2019 11:00,3.30,20,4.86,65.8,1012.6,,
08/08/2019 12:00,2.92,65,3.50,65.7,1012.7,,
08/08/2019 13:00,4.08,17,4.86,65.5,1012.9,,
08/08/2019 14:00,2.53,19,3.50,65.3,1013.2,,
08/08/2019 15:00,2.33,10,3.89,65.3,1013.6,,
08/08/2019 16:00,2.72,347,3.69,66.7,1013.7,,
08/08/2019 17:00,2.14,305,3.89,67.6,1013.8,,
08/08/2019 18:00,2.33,310,4.08,68.7,1013.9,,
08/08/2019 19:00,5.05,292,6.61,69.1,1013.7,,
08/08/2019 20:00,5.83,294,7.39,68.9,1013.5,,
08/08/2019 21:00,5.64,297,7.58,69.3,1013.3,,
08/08/2019 22:00,5.25,300,7.58,68.7,1012.8,,
08/08/2019 23:00,3.89,303,6.80,69.3,1012.4,,
08/09/2019 00:00,4.67,329,5.83,68.4,1011.8,,
08/09/2019 01:00,4.28,303,5.64,68.7,1011.4,,
08/09/2019 02:00,5.44,284,7.58,67.5,1011.4,,
08/09/2019 03:00,2.72,318,3.89,67.1,1011.7,,
08/09/2019 04:00,1.75,336,4.28,66.7,1012.6,,
08/09/2019 05:00,2.53,312,4.08,66.0,1013.0,,
08/09/2019 06:00,1.75,291,2.72,65.8,1012.9,,
08/09/2019 07:00,1.75,274,3.50,65.7,1012.7,,
08/09/2019 08:00,1.17,2,2.14,65.1,1011.7,,
08/09/2019 09:00,0.00,155,0.39,64.8,1011.4,,
08/09/2019 10:00,0.39,84,1.56,64.2,1011.4,,
08/09/2019 11:00,2.72,139,3.30,64.0,1011.4,,
08/09/2019 12:00,0.58,186,2.53,64.2,1011.7,,
08/09/2019 13:00,3.89,135,5.44,63.7,1012.4,,
08/09/2019 14:00,4.67,140,6.03,63.3,1013.0,,
08/09/2019 15:00,5.05,147,7.00,63.5,1013.4,,
08/09/2019 16:00,2.72,121,5.44,65.1,1013.4,,
08/09/2019 17:00,5.25,245,6.03,65.7,1013.3,,
08/09/2019 18:00,7.78,246,9.52,65.3,1013.8,,
08/09/2019 19:00,7.97,255,8.75,66.0,1013.6,,
08/09/2019 20:00,5.64,265,6.61,67.6,1013.2,,
08/09/2019 21:00,5.44,256,6.22,68.2,1012.9,,
08/09/2019 22:00,5.25,256,5.64,68.7,1012.5,,
08/09/2019 23:00,5.83,254,6.41,68.5,1012.1,,
08/10/2019 00:00,5.25,252,6.03,69.1,1011.9,,
08/10/2019 01:00,2.53,248,3.11,69.1,1011.7,,
08/10/2019 02:00,2.53,352,2.92,69.1,1011.6,,
08/10/2019 03:00,3.89,338,5.05,67.8,1011.8,,
08/10/2019 04:00,1.56,327,2.72,67.8,1012.2,,
08/10/2019 05:00,3.50,304,5.25,67.6,1012.7,,
08/10/2019 06:00,0.19,301,1.17,66.9,1012.6,,
08/10/2019 07:00,0.58,129,1.17,66.2,1012.6,,
08/10/2019 08:00,1.94,156,2.33,66.0,1012.4,,
08/10/2019 09:00,3.69,182,4.67,66.0,1012.1,,
08/10/2019 10:00,4.86,180,5.64,65.5,1011.9,,
08/10/2019 11:00,2.72,157,4.08,65.1,1011.8,,
08/10/2019 12:00,1.94,107,3.30,65.1,1012.2,,
08/10/2019 13:00,2.33,201,3.69,64.9,1012.6,,
08/10/2019 14:00,3.89,150,5.25,64.9,1013.0,,
08/10/2019 15:00,6.22,195,8.36,65.5,1013.3,,
08/10/2019 16:00,4.86,317,5.64,66.7,1013.4,,
08/10/2019 17:00,3.69,292,4.28,67.6,1013.8,,
08/10/2019 18:00,3.11,297,4.86,68.9,1014.0,,
08/10/2019 19:00,2.72,304,3.69,70.0,1013.8,,
08/10/2019 20:00,5.64,269,6.61,68.7,1013.7,,
08/10/2019 21:00,7.19,267,8.16,68.2,1013.3,,
08/10/2019 22:00,8.16,292,9.72,69.4,1013.2,,
08/10/2019 23:00,6.61,295,8.36,69.3,1012.8,,
08/11/2019 00:00,5.44,297,8.16,68.5,1012.7,,
08/11/2019 01:00,3.69,335,4.86,68.4,1012.6,,
08/11/2019 02:00,2.14,268,3.89,67.6,1012.8,,
08/11/2019 03:00,2.72,292,3.50,66.9,1013.1,,
08/11/2019 04:00,1.36,252,3.11,66.6,1013.4,,
08/11/2019 05:00,0.97,295,1.75,66.7,1013.9,,
08/11/2019 06:00,2.14,265,2.92,66.9,1014.0,,
08/11/2019 07:00,1.36,144,1.94,66.7,1013.9,,
08/11/2019 08:00,1.94,149,2.53,66.9,1013.7,,
08/11/2019 09:00,0.39,137,2.14,66.7,1013.6,,
08/11/2019 10:00,2.92,225,4.08,67.3,1013.3,,
08/11/2019 11:00,2.53,209,5.05,66.9,1013.6,,
08/11/2019 12:00,2.14,234,3.30,66.7,1013.7,,
08/11/2019 13:00,4.86,198,5.83,66.4,1014.1,,
08/11/2019 14:00,2.53,254,4.67,66.2,1014.4,,
08/11/2019 15:00,0.78,308,1.94,66.6,1015.0,,
08/11/2019 16:00,4.28,270,5.25,67.1,1015.4,,
08/11/2019 17:00,5.83,252,7.39,66.4,1015.4,,
08/11/2019 18:00,6.22,251,7.78,66.4,1015.5,,
08/11/2019 19:00,6.22,258,7.58,66.7,1015.3,,
08/11/2019 20:00,6.41,250,9.33,65.8,1014.8,,
08/11/2019 21:00,3.89,285,7.58,67.8,1014.2,,
08/11/2019 22:00,4.28,268,7.58,66.7,1013.9,,
08/11/2019 23:00,6.03,247,7.58,65.8,1013.6,,
08/12/2019 00:00,6.22,261,7.78,66.0,1013.4,,
08/12/2019 01:00,2.14,243,4.67,65.5,1013.3,,
08/12/2019 02:00,2.53,290,3.50,65.3,1013.4,,
08/12/2019 03:00,2.14,295,4.86,64.6,1013.5,,
08/12/2019 04:00,1.94,314,2.92,64.4,1014.0,,
08/12/2019 05:00,1.94,287,3.11,64.8,1014.2,,
08/12/2019 06:00,2.92,256,3.50,65.1,1014.3,,
08/12/2019 07:00,2.33,214,3.11,64.9,1014.1,,
08/12/2019 08:00,3.50,128,4.47,64.6,1014.1,,
08/12/2019 09:00,2.72,115,4.47,64.0,1014.0,,
08/12/2019 10:00,3.11,147,4.47,63.9,1013.9,,
08/12/2019 11:00,4.47,186,5.05,63.0,1014.1,,
08/12/2019 12:00,2.33,19,3.30,63.0,1014.3,,
08/12/2019 13:00,1.17,17,1.94,62.8,1014.6,,
08/12/2019 14:00,3.69,216,5.44,63.0,1015.0,,
08/12/2019 15:00,4.28,189,5.44,63.5,1015.2,,
08/12/2019 16:00,3.11,290,3.69,64.4,1015.5,,
08/12/2019 17:00,2.72,292,4.08,66.2,1015.7,,
08/12/2019 18:00,4.47,259,5.83,65.8,1015.9,,
08/12/2019 19:00,4.28,260,5.64,66.0,1015.5,,
08/12/2019 20:00,5.44,288,7.58,66.9,1015.1,,
08/12/2019 21:00,2.33,287,6.61,68.2,1014.7,,
08/12/2019 22:00,5.05,295,5.83,68.7,1014.2,,
08/12/2019 23:00,3.69,280,5.64,67.6,1013.5,,
08/13/2019 00:00,4.28,266,6.80,66.2,1013.0,,
08/13/2019 01:00,3.69,274,5.64,65.3,1013.1,,
08/13/2019 02:00,4.28,240,7.19,64.8,1013.3,,
08/13/2019 03:00,2.33,327,3.50,64.9,1013.2,,
08/13/2019 04:00,1.56,345,1.94,65.7,1013.8,,
08/13/2019 05:00,2.72,289,3.50,65.5,1014.1,,
08/13/2019 06:00,1.56,333,2.72,65.8,1014.3,,
08/13/2019 07:00,1.94,25,3.30,65.7,1014.2,,
08/13/2019 08:00,0.78,129,1.75,65.5,1014.0,,
08/13/2019 09:00,1.94,138,2.72,65.3,1013.7,,
08/13/2019 10:00,4.28,25,5.64,65.1,1013.5,,
08/13/2019 11:00,2.72,26,5.44,64.8,1013.5,,
08/13/2019 12:00,4.08,39,5.25,64.4,1013.5,,
08/13/2019 13:00,2.14,113,2.72,64.0,1013.7,,
08/13/2019 14:00,2.72,105,3.89,64.2,1014.1,,
08/13/2019 15:00,2.53,54,3.89,64.2,1014.4,,
08/13/2019 16:00,2.14,325,2.92,65.1,1014.7,,
08/13/2019 17:00,4.28,329,6.41,65.8,1014.9,,
08/13/2019 18:00,4.47,292,6.61,66.7,1015.2,,
08/13/2019 19:00,4.67,317,5.83,67.6,1015.2,,
08/13/2019 20:00,6.80,310,8.16,67.1,1014.7,,
08/13/2019 21:00,6.22,328,7.97,67.6,1014.2,,
08/13/2019 22:00,5.64,332,7.78,68.7,1013.7,,
08/13/2019 23:00,6.03,321,7.19,68.5,1013.3,,
08/14/2019 00:00,4.47,339,5.64,68.9,1013.0,,
08/14/2019 01:00,5.44,321,8.36,68.2,1012.7,,
08/14/2019 02:00,6.61,338,7.97,67.6,1012.9,,
08/14/2019 03:00,5.25,351,7.78,67.3,1013.1,,
08/14/2019 04:00,4.28,346,6.03,67.3,1013.7,,
08/14/2019 05:00,4.67,6,5.25,67.1,1013.9,,
08/14/2019 06:00,2.72,291,5.05,66.7,1014.1,,
08/14/2019 07:00,1.75,349,3.89,66.6,1014.1,,
08/14/2019 08:00,3.69,339,6.41,65.8,1014.2,,
08/14/2019 09:00,4.28,4,6.41,65.7,1014.0,,
08/14/2019 10:00,5.25,29,8.16,66.0,1013.8,,
08/14/2019 11:00,5.64,44,6.61,65.8,1013.7,,
08/14/2019 12:00,4.67,8,5.83,66.0,1013.7,,
08/14/2019 13:00,5.25,12,7.39,65.8,1013.7,,
08/14/2019 14:00,4.67,333,7.19,65.7,1014.1,,
08/14/2019 15:00,4.47,354,6.03,65.7,1014.5,,
08/14/2019 16:00,5.83,313,7.00,65.3,1014.7,,
08/14/2019 17:00,5.83,316,7.19,65.1,1014.9,,
08/14/2019 18:00,6.61,348,7.78,65.5,1015.1,,
08/14/2019 19:00,6.22,326,7.00,65.8,1014.8,,
08/14/2019 20:00,8.36,345,10.69,66.4,1014.5,,
08/14/2019 21:00,8.94,321,10.50,66.9,1014.2,,
08/14/2019 22:00,7.00,330,8.75,67.8,1013.8,,
08/14/2019 23:00,4.86,315,6.03,68.5,1013.4,,
08/15/2019 00:00,4.47,306,5.83,69.1,1013.2,,
08/15/2019 01:00,4.67,323,6.03,69.1,1012.9,,
08/15/2019 02:00,6.41,347,7.78,68.0,1012.8,,
08/15/2019 03:00,5.25,317,6.80,67.1,1013.1,,
08/15/2019 04:00,4.67,349,5.83,67.1,1013.9,,
08/15/2019 05:00,5.83,330,6.80,67.1,1014.2,,
08/15/2019 06:00,3.11,304,4.67,66.9,1014.3,,
08/15/2019 07:00,5.83,15,6.61,66.7,1014.2,,
08/15/2019 08:00,4.67,31,6.22,66.6,1014.3,,
08/15/2019 09:00,5.05,328,7.78,66.4,1014.0,,
08/15/2019 10:00,6.61,32,7.78,65.5,1013.6,,
08/15/2019 11:00,5.83,352,7.39,65.1,1013.6,,
08/15/2019 12:00,5.05,335,6.61,64.9,1013.6,,
08/15/2019 13:00,5.05,328,6.22,64.0,1014.0,,
08/15/2019 14:00,1.17,360,5.83,64.2,1014.3,,
08/15/2019 15:00,3.30,28,5.25,64.0,1014.6,,
08/15/2019 16:00,4.86,22,5.83,64.4,1014.4,,
08/15/2019 17:00,4.08,334,6.61,65.5,1014.6,,
08/15/2019 18:00,5.25,337,6.80,64.9,1014.5,,
08/15/2019 19:00,6.22,348,8.16,65.3,1014.0,,
08/15/2019 20:00,5.83,342,8.94,65.8,1013.8,,
08/15/2019 21:00,6.41,331,8.55,67.3,1013.2,,
08/15/2019 22:00,7.00,317,8.55,67.8,1012.6,,
08/15/2019 23:00,6.41,315,7.58,68.4,1012.2,,
08/16/2019 00:00,5.44,319,7.78,68.0,1011.9,,
08/16/2019 01:00,5.05,333,8.36,67.5,1011.6,,
08/16/2019 02:00,4.67,322,6.61,66.9,1011.6,,
08/16/2019 03:00,2.33,322,4.47,66.6,1012.0,,
08/16/2019 04:00,3.89,353,5.25,66.2,1012.3,,
08/16/2019 05:00,0.97,27,1.56,65.8,1012.7,,
08/16/2019 06:00,1.36,344,2.72,65.5,1012.7,,
08/16/2019 07:00,2.14,21,3.11,65.1,1013.0,,
08/16/2019 08:00,1.56,351,2.14,64.9,1012.7,,
08/16/2019 09:00,2.33,215,4.86,64.6,1012.3,,
08/16/2019 10:00,4.67,130,6.22,64.0,1012.2,,
08/16/2019 11:00,1.94,82,2.72,64.0,1012.2,,
08/16/2019 12:00,3.89,233,5.83,64.2,1012.7,,
08/16/2019 13:00,0.19,31,2.53,64.0,1013.0,,
08/16/2019 14:00,1.56,64,2.33,64.2,1013.5,,
08/16/2019 15:00,1.75,216,2.33,64.9,1013.8,,
08/16/2019 16:00,3.11,337,4.47,65.5,1014.1,,
08/16/2019 17:00,3.89,290,4.67,67.3,1014.2,,
08/16/2019 18:00,6.03,258,6.41,66.0,1014.3,,
08/16/2019 19:00,4.86,269,6.61,66.4,1013.8,,
08/16/2019 20:00,2.72,289,6.22,68.2,1013.5,,
08/16/2019 21:00,6.03,255,7.58,66.7,1013.2,,
08/16/2019 22:00,7.00,240,8.16,66.4,1012.9,,
08/16/2019 23:00,6.80,247,8.55,66.4,1012.4,,
08/17/2019 00:00,4.28,231,6.61,66.6,1012.2,,
08/17/2019 01:00,8.36,244,9.33,65.8,1011.9,,
08/17/2019 02:00,6.22,240,7.39,65.3,1011.8,,
08/17/2019 03:00,6.41,207,7.78,65.1,1012.3,,
08/17/2019 04:00,4.67,197,5.64,65.5,1012.8,,
08/17/2019 05:00,4.08,132,4.67,65.1,1013.2,,
08/17/2019 06:00,4.08,141,4.86,65.1,1013.1,,
08/17/2019 07:00,4.28,148,6.61,64.9,1013.0,,
08/17/2019 08:00,3.30,198,7.58,64.6,1012.8,,
08/17/2019 09:00,7.00,202,8.36,64.2,1012.5,,
08/17/2019 10:00,2.53,167,5.25,63.9,1012.4,,
08/17/2019 11:00,4.67,193,6.03,63.5,1012.3,,
08/17/2019 12:00,1.56,179,2.72,63.5,1012.2,,
08/17/2019 13:00,3.50,211,5.25,63.3,1012.4,,
08/17/2019 14:00,3.69,205,6.22,63.3,1012.9,,
08/17/2019 15:00,1.17,159,2.92,64.0,1013.0,,
08/17/2019 16:00,3.69,260,4.67,64.4,1013.3,,
08/17/2019 17:00,6.03,268,7.00,64.9,1013.2,,
08/17/2019 18:00,4.86,254,6.22,65.5,1013.3,,
08/17/2019 19:00,6.41,243,7.58,65.1,1013.0,,
08/17/2019 20:00,6.22,241,9.52,66.2,1012.6,,
08/17/2019 21:00,6.03,249,8.16,66.7,1012.3,,
08/17/2019 22:00,4.86,239,7.39,67.8,1011.7,,
08/17/2019 23:00,6.22,272,7.58,67.5,1011.3,,
08/18/2019 00:00,3.30,277,6.41,67.5,1011.0,,
08/18/2019 01:00,4.47,284,7.58,66.6,1010.6,,
08/18/2019 02:00,4.86,247,6.03,66.0,1010.6,,
08/18/2019 03:00,4.47,260,5.44,65.8,1010.5,,
08/18/2019 04:00,2.53,271,3.30,66.0,1011.2,,
08/18/2019 05:00,2.53,227,3.69,66.0,1011.6,,
08/18/2019 06:00,0.97,216,1.56,66.2,1011.7,,
08/18/2019 07:00,1.75,224,2.92,66.4,1011.7,,
08/18/2019 08:00,0.78,53,0.97,66.2,1011.7,,
08/18/2019 09:00,2.72,213,6.41,65.7,1011.7,,
08/18/2019 10:00,1.36,185,2.14,65.5,1011.6,,
08/18/2019 11:00,4.67,218,5.64,65.1,1011.3,,
08/18/2019 12:00,7.00,214,7.78,64.6,1011.2,,
08/18/2019 13:00,7.19,200,8.36,64.6,1011.7,,
08/18/2019 14:00,5.64,203,7.00,64.6,1012.4,,
08/18/2019 15:00,5.25,200,6.61,64.9,1012.8,,
08/18/2019 16:00,6.61,195,7.97,65.5,1013.2,,
08/18/2019 17:00,7.78,256,8.36,65.7,1013.3,,
08/18/2019 18:00,7.00,268,7.58,66.4,1013.6,,
08/18/2019 19:00,6.80,257,7.97,66.4,1013.5,,
08/18/2019 20:00,6.41,254,7.58,66.9,1013.2,,
08/18/2019 21:00,5.64,268,7.39,67.8,1012.8,,
08/18/2019 22:00,5.44,277,7.00,68.2,1012.2,,
08/18/2019 23:00,5.64,300,7.78,68.9,1011.6,,
08/19/2019 00:00,5.25,284,7.97,68.2,1011.4,,
08/19/2019 01:00,5.05,299,6.61,68.4,1011.3,,
